1	66 
2	130 
3	16 
4	95 
5	11 
6	3 
7	109 
8	31 
9	31 
10	45 
11	147 
12	118 
13	35 
14	53 
15	48 
16	8 
17	79 
18	124 
19	35 
20	147 
21	5 
22	125 
23	115 
24	56 
25	131 
26	34 
27	70 
28	80 
29	48 
30	19 
31	127 
32	146 
33	135 
34	155 
35	7 
36	56 
37	5 
38	110 
39	21 
40	95 
41	83 
42	77 
43	123 
44	99 
45	92 
46	105 
47	3 
48	126 
49	69 
50	46 
51	99 
52	44 
53	15 
54	135 
55	14 
56	90 
57	80 
58	96 
59	110 
60	126 
61	19 
62	37 
63	28 
64	22 
65	143 
66	107 
67	80 
68	34 
69	147 
70	99 
71	104 
72	128 
73	102 
74	98 
75	143 
76	13 
77	129 
78	126 
79	139 
80	11 
81	58 
82	85 
83	129 
84	119 
85	35 
86	29 
87	145 
88	45 
89	97 
90	121 
91	17 
92	39 
93	101 
94	127 
95	32 
96	71 
97	63 
98	130 
99	15 
100	124 
101	38 
102	21 
103	21 
104	137 
105	2 
106	8 
107	125 
108	9 
109	14 
110	50 
111	19 
112	123 
113	145 
114	115 
115	154 
116	150 
117	103 
118	115 
119	121 
120	73 
121	107 
122	154 
123	125 
124	20 
125	48 
126	122 
127	149 
128	46 
129	50 
130	39 
131	90 
132	147 
133	12 
134	141 
135	2 
136	136 
137	92 
138	13 
139	4 
140	142 
141	57 
142	136 
143	23 
144	13 
145	79 
146	81 
147	44 
148	153 
149	103 
150	85 
151	139 
152	57 
153	47 
154	97 
155	115 
156	47 
157	67 
158	30 
159	129 
160	124 
161	153 
162	64 
163	140 
164	66 
165	12 
166	53 
167	24 
168	38 
169	79 
170	106 
171	151 
172	140 
173	6 
174	130 
175	88 
176	76 
177	93 
178	46 
179	118 
180	20 
181	119 
182	26 
183	3 
184	2 
185	83 
186	115 
187	142 
188	54 
189	137 
190	13 
191	112 
192	58 
193	7 
194	107 
195	115 
196	2 
197	81 
198	85 
199	121 
200	43 
201	58 
202	123 
203	139 
204	69 
205	151 
206	132 
207	144 
208	59 
209	30 
210	105 
211	61 
212	64 
213	56 
214	125 
215	62 
216	45 
217	53 
218	27 
219	95 
220	86 
221	110 
222	122 
223	20 
224	56 
225	21 
226	68 
227	78 
228	133 
229	90 
230	137 
231	49 
232	118 
233	114 
234	141 
235	99 
236	81 
237	126 
238	128 
239	113 
240	66 
241	74 
242	154 
243	107 
244	74 
245	128 
246	28 
247	34 
248	98 
249	19 
250	103 
251	87 
252	122 
253	16 
254	31 
255	72 
256	68 
257	104 
258	92 
259	109 
260	52 
261	140 
262	56 
263	136 
264	137 
265	115 
266	48 
267	69 
268	59 
269	34 
270	92 
271	80 
272	23 
273	85 
274	147 
275	76 
276	122 
277	134 
278	34 
279	45 
280	53 
281	30 
282	25 
283	15 
284	46 
285	46 
286	45 
287	26 
288	74 
289	137 
290	24 
291	67 
292	37 
293	74 
294	36 
295	30 
296	136 
297	152 
298	15 
299	2 
300	55 
301	35 
302	137 
303	85 
304	142 
305	19 
306	80 
307	54 
308	78 
309	140 
310	104 
311	102 
312	121 
313	94 
314	82 
315	146 
316	138 
317	119 
318	139 
319	38 
320	118 
321	65 
322	35 
323	14 
324	13 
325	13 
326	46 
327	117 
328	56 
329	97 
330	70 
331	43 
332	122 
333	126 
334	133 
335	57 
336	41 
337	1 
338	22 
339	55 
340	134 
341	62 
342	20 
343	150 
344	115 
345	120 
346	33 
347	60 
348	124 
349	66 
350	64 
351	110 
352	123 
353	92 
354	34 
355	13 
356	126 
357	110 
358	16 
359	82 
360	1 
361	123 
362	31 
363	82 
364	76 
365	54 
366	31 
367	73 
368	131 
369	155 
370	53 
371	39 
372	50 
373	75 
374	15 
375	21 
376	53 
377	154 
378	154 
379	151 
380	46 
381	72 
382	99 
383	5 
384	118 
385	139 
386	72 
387	45 
388	118 
389	28 
390	136 
391	48 
392	150 
393	30 
394	22 
395	131 
396	142 
397	120 
398	76 
399	91 
400	71 
401	55 
402	122 
403	141 
404	87 
405	149 
406	145 
407	140 
408	11 
409	55 
410	39 
411	55 
412	9 
413	28 
414	140 
415	90 
416	106 
417	27 
418	61 
419	95 
420	9 
421	57 
422	105 
423	48 
424	138 
425	92 
426	66 
427	67 
428	20 
429	115 
430	35 
431	72 
432	116 
433	144 
434	89 
435	21 
436	21 
437	27 
438	32 
439	116 
440	126 
441	112 
442	37 
443	66 
444	110 
445	51 
446	64 
447	44 
448	65 
449	63 
450	62 
451	41 
452	108 
453	40 
454	134 
455	39 
456	61 
457	112 
458	79 
459	121 
460	30 
461	56 
462	151 
463	61 
464	88 
465	34 
466	106 
467	56 
468	2 
469	103 
470	42 
471	154 
472	131 
473	109 
474	87 
475	65 
476	83 
477	112 
478	58 
479	155 
480	56 
481	30 
482	13 
483	141 
484	52 
485	129 
486	97 
487	24 
488	83 
489	106 
490	71 
491	51 
492	61 
493	14 
494	147 
495	54 
496	84 
497	22 
498	148 
499	13 
500	42 
501	100 
502	142 
503	21 
504	154 
505	40 
506	122 
507	3 
508	7 
509	46 
510	39 
511	113 
512	75 
513	50 
514	95 
515	130 
516	31 
517	79 
518	74 
519	36 
520	6 
521	145 
522	72 
523	52 
524	120 
525	56 
526	39 
527	5 
528	69 
529	35 
530	106 
531	150 
532	89 
533	28 
534	56 
535	145 
536	29 
537	146 
538	1 
539	141 
540	128 
541	90 
542	121 
543	45 
544	115 
545	40 
546	55 
547	20 
548	16 
549	43 
550	37 
551	132 
552	126 
553	88 
554	63 
555	2 
