1	3710
1	3799
1	4451
1	4665
1	4792
1	6321
1	8522
1	8724
1	8839
1	9192
1	9321
1	9742
2	1474
2	3296
2	5515
2	5632
2	5890
2	6261
2	7166
2	8073
2	9615
2	9708
2	9761
2	9870
3	1113
3	2441
3	4168
3	5611
3	6152
3	6754
3	6836
3	8481
3	8802
3	9201
3	9471
3	9491
4	1940
4	3196
4	4323
4	4601
4	4860
4	5132
4	5136
4	6887
4	7342
4	7810
4	8920
4	9501
5	1952
5	2542
5	3147
5	3790
5	5170
5	5192
5	7193
5	7464
5	7592
5	7863
5	9516
5	9958
6	739
6	900
6	2820
6	3777
6	4345
6	4926
6	5402
6	5708
6	6215
6	6338
6	6390
6	7540
7	2156
7	3120
7	3619
7	3667
7	3684
7	4693
7	5479
7	6259
7	6959
7	8200
7	8253
7	9956
8	1395
8	4809
8	5752
8	7684
8	8084
8	8334
8	8639
8	9517
8	9637
8	9684
8	9758
8	9844
9	1154
9	1327
9	3845
9	5605
9	6899
9	7375
9	7665
9	7892
9	8886
9	9805
9	9915
9	9947
10	554
10	672
10	681
10	1407
10	4489
10	7379
10	7415
10	7637
10	8508
10	8559
10	8784
10	9820
11	946
11	1751
11	3489
11	3528
11	5014
11	5490
11	5848
11	7140
11	7387
11	7418
11	7699
11	8118
12	107
12	1356
12	2196
12	2665
12	3011
12	3122
12	3707
12	5449
12	6473
12	7322
12	8398
12	8801
13	1682
13	4108
13	4398
13	5852
13	6188
13	6252
13	8149
13	9365
13	9371
13	9881
13	9931
13	9944
14	1692
14	2791
14	3972
14	5489
14	5933
14	6144
14	8402
14	8503
14	8564
14	8714
14	8745
14	9043
15	1611
15	2960
15	6176
15	6988
15	7652
15	8223
15	8320
15	9041
15	9403
15	9446
15	9841
15	9923
16	138
16	161
16	1050
16	2219
16	3516
16	6415
16	6989
16	7808
16	8803
16	9282
16	9319
16	9979
17	2143
17	5678
17	5789
17	6734
17	6805
17	7149
17	7789
17	8196
17	8321
17	9061
17	9250
17	9354
18	1584
18	2183
18	3327
18	4059
18	6183
