1	532
1	4298
1	5378
1	5814
1	8280
1	8635
2	5250
2	5730
2	7720
2	8336
2	8386
2	9607
3	2778
3	6104
3	8021
3	8217
3	8408
3	9197
4	532
4	1941
4	2875
4	5961
4	8798
4	9717
5	4936
5	6553
5	8002
5	8805
5	8872
5	9310
6	4681
6	5833
6	7228
6	8085
6	8731
6	8861
7	706
7	1969
7	4313
7	4929
7	7803
7	8810
8	1224
8	1923
8	4465
8	5643
8	9344
8	9573
9	1401
9	1530
9	7025
9	7264
9	8413
9	8693
10	3036
10	4696
10	5118
10	5958
10	8259
10	9013
11	2577
11	5526
11	6297
11	7156
11	7994
11	9864
12	2342
12	3384
12	3648
12	8159
12	8803
12	9193
13	3124
13	5611
13	7300
13	7674
13	9317
13	9641
14	683
14	2588
14	6010
14	6464
14	7350
14	8825
15	1268
15	3190
15	7827
15	8037
15	9648
15	9741
16	1394
16	1429
16	2388
16	3740
16	8046
16	9003
17	2067
17	5118
17	5395
17	5626
17	5662
17	9318
18	1896
18	4209
18	5505
18	7863
18	9268
18	9728
19	4116
19	4329
19	7277
19	7446
19	7899
19	8909
20	3321
20	7859
20	7945
20	8575
20	9310
20	9510
21	2163
21	4815
21	8028
21	9009
21	9482
21	9806
22	240
22	3498
22	4633
22	5926
22	6123
22	7946
23	1773
23	6245
23	7222
23	7647
23	8377
23	8755
24	3383
24	4970
24	5034
24	5796
24	8272
24	9180
25	1801
25	1901
25	7478
25	8026
25	9632
25	9807
26	4697
26	5681
26	6708
26	8956
26	9054
26	9132
27	223
27	3285
27	6311
27	9177
27	9596
27	9968
28	2379
28	3690
28	3772
28	5362
28	8418
28	8972
29	2144
29	3011
29	4150
29	4543
29	5426
29	8723
30	658
30	1684
30	7014
30	8056
30	8320
30	9586
31	83
31	2890
31	6540
31	7208
31	8865
31	9677
32	1074
32	1259
32	8057
32	8545
32	9539
32	9996
33	267
33	365
33	1005
33	6016
33	9263
33	9381
34	5490
34	6392
34	7917
34	8019
34	8132
34	8617
35	790
35	3984
35	5065
35	5426
35	6164
35	6992
36	626
36	6495
36	8541
36	8620
36	8897
36	9401
37	446
37	2689
37	8147
37	8566
37	9238
37	9506
38	111
38	1611
38	8112
38	8242
38	9120
38	9720
39	370
39	834
39	4558
39	8643
39	8696
39	9537
40	3644
40	4312
40	5989
40	8254
40	9802
40	9867
41	503
41	2193
41	3338
41	6813
41	7857
41	8154
42	3714
42	4964
42	8966
42	9083
42	9086
42	9816
43	183
43	207
43	6621
43	6680
43	8352
43	9326
44	4960
44	6430
44	7850
44	8215
44	8286
44	9831
45	1180
45	3897
45	6209
45	7808
45	9576
45	9789
46	301
46	7879
46	8273
46	9225
46	9242
46	9863
47	3591
47	7668
47	8798
47	8910
47	9048
47	9364
48	1488
48	5639
48	8469
48	9156
48	9167
48	9847
49	1194
49	6057
49	6640
49	7355
49	8055
49	8157
50	1264
50	4125
50	4912
50	6361
50	8668
50	9635
51	660
51	1177
51	2116
51	2405
51	6347
51	8399
52	844
52	4208
52	5559
52	7873
52	9497
52	9604
53	1500
53	3110
53	3830
53	5495
53	7172
53	8432
54	2505
54	3035
54	6117
54	8937
54	9346
54	9492
55	930
55	1252
55	5346
55	7481
55	8782
55	9862
56	613
56	2724
56	6860
56	8622
56	9227
56	9243
57	2077
57	3498
57	4266
57	6752
57	8427
57	8874
58	654
58	1233
58	4892
58	8378
58	8940
58	9938
59	2491
59	5361
59	7675
59	7849
59	8022
59	9887
60	1671
60	3332
60	4987
60	7709
60	8446
60	9395
61	4503
61	5465
61	6854
61	7173
61	7319
61	9647
62	4023
62	5475
62	5889
62	7658
62	7854
62	7936
63	1238
63	1931
63	4244
63	7042
63	7162
63	7760
64	2486
64	3379
64	6594
64	9384
64	9757
64	9785
65	1241
65	2910
65	4046
65	9156
65	9175
65	9441
66	3005
66	5220
66	8952
66	9515
66	9723
66	9781
67	7258
67	7548
67	7882
67	8264
67	9367
67	9538
68	2307
68	2514
68	4855
68	8816
68	9364
68	9897
69	2199
69	2778
69	4247
69	6729
69	8725
69	9925
70	1105
70	2764
70	4334
70	6711
70	8869
70	9010
71	2026
71	4954
71	6735
71	7531
71	8966
71	9111
72	2080
72	4147
72	4176
72	5279
72	5668
72	7207
73	274
73	1523
73	5818
73	6394
73	7001
73	8576
74	781
74	2077
74	2337
74	4308
74	9603
74	9909
75	5382
75	6159
75	7820
75	8501
75	9534
75	9784
76	2646
76	6469
76	6986
76	8605
76	8687
76	9150
77	143
77	740
77	1718
77	3681
77	5447
77	8745
78	4229
78	5793
78	6912
78	7270
78	7318
78	9702
79	3929
79	5064
79	7379
79	8306
79	9474
79	9560
80	2563
80	3355
80	3729
80	5316
80	7634
80	7890
81	2057
81	3590
81	7880
81	9340
81	9502
81	9925
82	4739
82	6430
82	6493
82	7694
82	7850
82	9879
83	31
83	6824
83	7467
83	8181
83	8604
83	9307
84	3230
84	4204
84	8329
84	8934
84	9188
84	9495
85	1684
85	2643
85	3566
85	6760
85	9406
85	9544
86	1111
86	1544
86	5774
86	6103
86	7217
86	9423
87	330
87	8266
87	8383
87	8448
87	8461
87	9963
88	1359
88	4335
88	5897
88	7386
88	8165
88	8690
89	3190
89	3899
89	5069
89	6873
89	8122
89	9604
90	1498
90	3713
90	3861
90	4875
90	8256
90	8469
91	691
91	2642
91	2844
91	4169
91	6833
91	8627
92	5067
92	5685
92	7941
92	8948
92	9039
92	9535
93	2318
93	2817
93	4371
93	6591
93	7196
